date,AAPL,MSFT,SPY
2020-05-12,75.59221649169922,174.08837890625,265.01947021484375
2020-05-13,74.67951202392578,171.45574951171875,260.332275390625
2020-05-14,75.13829803466797,172.19967651367188,263.4477844238281
2020-05-15,74.6940689086914,174.70838928222656,264.6589050292969
2020-05-18,76.45394134521484,176.37765502929688,272.7203063964844
2020-05-19,76.01216888427734,175.1566925048828,269.9190979003906
2020-05-20,77.49044799804688,177.58624267578125,274.5044860839844
2020-05-21,76.9127426147461,175.45323181152344,272.6094055175781
2020-05-22,77.4079360961914,175.5297393798828,273.1270446777344
2020-05-26,76.88359832763672,173.67408752441406,276.4921875
2020-05-27,77.21857452392578,173.9036407470703,280.60601806640625
2020-05-28,77.2525634765625,173.5115203857422,280.0882873535156
2020-05-29,77.17730712890625,175.2810516357422,281.3364562988281
2020-06-01,78.12643432617188,174.87928771972656,282.47344970703125
2020-06-02,78.48812866210938,176.86888122558594,284.81243896484375
2020-06-03,78.92019653320312,177.2992706298828,288.6028137207031
2020-06-04,78.24053192138672,174.96539306640625,287.8446960449219
2020-06-05,80.46890258789062,179.05926513671875,295.2220458984375
2020-06-08,80.94466400146484,180.16880798339844,298.7905578613281
2020-06-09,83.50074768066406,181.5462188720703,296.5625915527344
2020-06-10,85.64898681640625,188.2800750732422,294.9076843261719
2020-06-11,81.53695678710938,178.16973876953125,277.9065856933594
2020-06-12,82.24091339111328,179.5758056640625,281.2347106933594
2020-06-15,83.25798797607422,180.72360229492188,283.8602294921875
2020-06-16,85.46452331542969,185.15228271484375,289.32379150390625
2020-06-17,85.34556579589844,185.79315185546875,288.1220703125
2020-06-18,85.37957000732422,187.78268432617188,288.23297119140625
2020-06-19,84.89164733886719,186.6635284423828,286.5858154296875
2020-06-22,87.11273956298828,191.8478546142578,288.42431640625
2020-06-23,88.97212982177734,193.12962341308594,289.7521057128906
2020-06-24,87.40161895751953,189.236572265625,282.3608703613281
2020-06-25,88.56190490722656,191.62786865234375,285.3880310058594
2020-06-26,85.84077453613281,187.792236328125,278.6095886230469
2020-06-29,87.81912994384766,189.8104705810547,282.70440673828125
2020-06-30,88.55220031738281,194.66000366210938,286.3257751464844
2020-07-01,88.38471221923828,195.79823303222656,288.33135986328125
2020-07-02,88.38471221923828,197.2904052734375,289.9191589355469
2020-07-06,90.74900817871094,201.5372772216797,294.394775390625
2020-07-07,90.46741485595703,199.19387817382812,291.3584289550781
2020-07-08,92.5744400024414,203.57470703125,293.58697509765625
2020-07-09,92.97252655029297,204.99989318847656,291.9156188964844
2020-07-10,93.13516235351562,204.37820434570312,294.89617919921875
2020-07-13,92.70552062988281,198.065185546875,292.3427429199219
2020-07-14,94.23963928222656,199.28952026367188,296.1312561035156
2020-07-15,94.88777160644531,198.99301147460938,298.8518371582031
2020-07-16,93.72019958496094,195.0521697998047,297.8675842285156
2020-07-17,93.53083801269531,194.057373046875,298.73114013671875
2020-07-20,95.50189971923828,202.39822387695312,301.14532470703125
2020-07-21,94.1838150024414,199.67214965820312,301.78607177734375
2020-07-22,94.44841766357422,202.5416717529297,303.5038146972656
2020-07-23,90.1494369506836,193.73219299316406,299.8824462890625
2020-07-24,89.9261245727539,192.5460968017578,297.95111083984375
2020-07-27,92.05738830566406,194.9852294921875,300.1239318847656
2020-07-28,90.54512023925781,193.23483276367188,298.2204284667969
2020-07-29,92.28071594238281,195.1861114501953,301.88812255859375
2020-07-30,93.39733123779297,195.03306579589844,300.8110046386719
2020-07-31,103.17497253417969,196.09478759765625,303.18817138671875
2020-08-03,105.77474212646484,207.12338256835938,305.29595947265625
2020-08-04,106.4811019897461,204.0146942138672,306.47509765625
2020-08-05,106.8670654296875,203.67991638183594,308.378662109375
2020-08-06,110.59557342529297,206.9416046142578,310.44000244140625
2020-08-07,108.08110809326172,203.23992919921875,310.6629333496094
2020-08-10,109.65205383300781,199.19387817382812,311.5914611816406
2020-08-11,106.3910140991211,194.53564453125,309.0193786621094
2020-08-12,109.92683410644531,200.09298706054688,313.3277893066406
2020-08-13,111.87228393554688,199.62429809570312,312.7613525390625
2020-08-14,111.77256774902344,199.8156280517578,312.77069091796875
2020-08-17,111.48075103759766,201.13558959960938,313.7642517089844
2020-08-18,112.40970611572266,202.29299926757812,314.442138671875
2020-08-19,112.55073547363281,201.065673828125,313.1327819824219
2020-08-20,115.04821014404297,205.7447509765625,314.1078796386719
2020-08-21,120.9769058227539,204.24899291992188,315.2220458984375
2020-08-24,122.4238052368164,204.89138793945312,318.416259765625
2020-08-25,121.41949462890625,207.5569305419922,319.530517578125
2020-08-26,123.0706787109375,212.0442352294922,322.7340393066406
2020-08-27,121.5994644165039,217.2506866455078,323.43963623046875
2020-08-28,121.40248107910156,219.4847412109375,325.52886962890625
2020-08-31,125.51949310302734,216.243896484375,324.3495788574219
2020-09-01,130.51930236816406,217.91226196289062,327.4046325683594
2020-09-02,127.81513214111328,222.11190795898438,332.1401062011719
2020-09-03,117.58211517333984,208.352783203125,320.7097473144531
2020-09-04,117.65995788574219,205.4283447265625,318.09130859375
2020-09-08,109.74203491210938,194.31556701660156,309.4000244140625
2020-09-09,114.11927032470703,202.59019470214844,315.5098876953125
2020-09-10,110.39374542236328,196.9139862060547,310.0315246582031
2020-09-11,108.94438934326172,195.62913513183594,310.18939208984375
2020-09-14,112.21273040771484,196.9523162841797,314.27490234375
2020-09-15,112.38780212402344,200.18357849121094,315.8627624511719
2020-09-16,109.07084655761719,196.60714721679688,314.6092529296875
2020-09-17,107.32969665527344,194.55528259277344,311.8421325683594
2020-09-18,103.92517852783203,192.13902282714844,308.2519836425781
2020-09-21,107.07677459716797,194.20046997070312,304.8212890625
2020-09-22,108.75956726074219,198.8795928955078,307.9256896972656
2020-09-23,104.19752502441406,192.3307342529297,300.7846374511719
2020-09-24,105.26752471923828,194.82374572753906,301.5863037109375
2020-09-25,109.21674346923828,199.26312255859375,306.4620361328125
2020-09-28,111.82364654541016,200.81640625,311.5522155761719
2020-09-29,110.97735595703125,198.72616577148438,309.85546875
2020-09-30,112.65044403076172,201.66973876953125,312.2047424316406
2020-10-01,113.60372161865234,203.7120361328125,314.20916748046875
2020-10-02,109.93656158447266,197.70018005371094,311.2259216308594
2020-10-05,113.3216323852539,201.7176971435547,316.744873046875
2020-10-06,110.07274627685547,197.43174743652344,312.2420654296875
2020-10-07,111.94035339355469,201.1903076171875,317.67718505859375
2020-10-08,111.83336639404297,201.9095001220703,320.4926452636719
2020-10-09,113.77879333496094,206.92408752441406,323.3547058105469
2020-10-12,121.00611114501953,212.28395080566406,328.5566101074219
2020-10-13,117.79613494873047,213.683837890625,326.41241455078125
2020-10-14,117.8836898803711,211.76617431640625,324.3614196777344
2020-10-15,117.41676330566406,210.61557006835938,323.9606018066406
2020-10-16,115.77285766601562,210.61557006835938,323.7648010253906
2020-10-19,112.81580352783203,205.39959716796875,318.842529296875
2020-10-20,114.3040771484375,205.81187438964844,320.11968994140625
2020-10-21,113.6815185546875,205.95571899414062,319.513671875
2020-10-22,112.59208679199219,206.04200744628906,321.2663269042969
2020-10-23,111.90145111083984,207.32679748535156,322.35711669921875
2020-10-26,111.91117858886719,201.43003845214844,316.3999938964844
2020-10-27,113.41887664794922,204.469482421875,315.3092346191406
2020-10-28,108.16621398925781,194.33470153808594,304.5323181152344
2020-10-29,112.17381286621094,196.29074096679688,307.6274719238281
2020-10-30,105.89005279541016,194.13340759277344,304.4204406738281
2020-11-02,105.8025131225586,193.99911499023438,307.8325500488281
2020-11-03,107.42694854736328,197.93032836914062,313.2676086425781
2020-11-04,111.81388854980469,207.480224609375,320.26885986328125
2020-11-05,115.78260040283203,214.09613037109375,326.5149230957031
2020-11-06,115.65106964111328,214.5084228515625,326.4405212402344
2020-11-09,113.34174346923828,209.39788818359375,330.54241943359375
2020-11-10,113.00069427490234,202.32174682617188,330.05755615234375
2020-11-11,116.43057250976562,207.63363647460938,332.50946044921875
2020-11-12,116.15776062011719,206.56935119628906,329.2838439941406
2020-11-13,116.20647430419922,207.59524536132812,333.8424987792969
2020-11-16,117.21984100341797,208.28564453125,338.0097961425781
2020-11-17,116.33312225341797,205.6297149658203,336.19195556640625
2020-11-18,115.00794982910156,202.9187469482422,332.1459045410156
2020-11-19,115.60232543945312,204.20692443847656,333.544189453125
2020-11-20,114.33561706542969,202.25540161132812,331.26025390625
2020-11-23,110.93497467041016,201.9862060546875,333.2458801269531
2020-11-24,112.2211685180664,205.5912322998047,338.61572265625
2020-11-25,113.05916595458984,205.60084533691406,338.09368896484375
2020-11-27,113.60481262207031,206.9082489013672,339.0353088378906
2020-11-30,116.00184631347656,205.7931365966797,337.5343017578125
2020-12-01,119.577880859375,207.85040283203125,341.22607421875
2020-12-02,119.92865753173828,207.0428466796875,341.94390869140625
2020-12-03,119.79224395751953,205.95655822753906,341.8506774902344
2020-12-04,119.11991119384766,206.07191467285156,344.79669189453125
2020-12-07,120.58149719238281,206.00460815429688,344.0881042480469
2020-12-08,121.19538116455078,207.65809631347656,345.094970703125
2020-12-09,118.66193389892578,203.6108856201172,341.9998474121094
2020-12-10,120.08456420898438,202.38038635253906,341.8880310058594
2020-12-11,119.27582550048828,205.01441955566406,341.4871826171875
2020-12-14,118.66193389892578,205.91810607910156,339.958251953125
2020-12-15,124.60575866699219,205.850830078125,344.55426025390625
2020-12-16,124.53753662109375,210.8016357421875,345.094970703125
2020-12-17,125.40477752685547,210.93624877929688,347.0247497558594
2020-12-18,123.4169921875,210.1383514404297,345.6391296386719
2020-12-21,124.94676971435547,213.98370361328125,344.4031982421875
2020-12-22,128.5033416748047,215.28150939941406,343.8227844238281
2020-12-23,127.60688781738281,212.4744110107422,344.1317443847656
2020-12-24,128.59103393554688,214.13748168945312,345.4706115722656
2020-12-28,133.190185546875,216.2620849609375,348.4384765625
2020-12-29,131.4167938232422,215.48338317871094,347.773681640625
2020-12-30,130.29623413085938,213.10887145996094,348.2698974609375
2020-12-31,129.29257202148438,213.82029724121094,350.0393981933594
2021-01-04,126.0965805053711,209.27317810058594,345.27398681640625
2021-01-05,127.65559387207031,209.47503662109375,347.65191650390625
2021-01-06,123.35851287841797,204.04347229003906,349.73040771484375
2021-01-07,127.56793212890625,209.84994506835938,354.9265441894531
2021-01-08,128.6689910888672,211.1285400390625,356.9488220214844
2021-01-11,125.6775894165039,209.0808868408203,354.542724609375
2021-01-12,125.502197265625,206.61988830566406,354.6175537109375
2021-01-13,127.53868103027344,207.97532653808594,355.5725402832031
2021-01-14,125.6093978881836,204.78369140625,354.32733154296875
2021-01-15,123.88472747802734,204.427978515625,351.7433776855469
2021-01-19,124.55705261230469,208.0714874267578,354.50531005859375
2021-01-20,128.64952087402344,215.66607666015625,359.4111328125
2021-01-21,133.36558532714844,216.27171325683594,359.7388916015625
2021-01-22,135.5092315673828,217.21380615234375,358.46551513671875
2021-01-25,139.26071166992188,220.65538024902344,359.8792419433594
2021-01-26,139.49453735351562,223.3471221923828,359.3175048828125
2021-01-27,138.4226837158203,223.8950958251953,350.53564453125
2021-01-28,133.57992553710938,229.69189453125,353.5502624511719
2021-01-29,128.581298828125,222.991455078125,346.472412109375
2021-02-01,130.70545959472656,230.3841094970703,352.23956298828125
2021-02-02,131.53375244140625,230.24949645996094,357.2203674316406
2021-02-03,130.51060485839844,233.60455322265625,357.5012512207031
2021-02-04,133.8722686767578,232.65284729003906,361.5644836425781
2021-02-05,133.45750427246094,232.8355255126953,362.9875183105469
2021-02-08,133.6038818359375,233.09506225585938,365.6090087890625
2021-02-09,132.72560119628906,234.34483337402344,365.3655700683594
2021-02-10,132.12060546875,233.43154907226562,365.20635986328125
2021-02-11,131.8668670654297,235.0369415283203,365.7962341308594
2021-02-12,132.10107421875,235.5176239013672,367.6032409667969
2021-02-16,129.9737548828125,234.27752685546875,367.2849426269531
2021-02-17,127.6804428100586,235.29885864257812,367.3691101074219
2021-02-18,126.5777816772461,234.9037628173828,365.80560302734375
2021-02-19,126.7339096069336,232.18658447265625,365.15960693359375
2021-02-22,122.95736694335938,225.96205139160156,362.35089111328125
2021-02-23,122.82074737548828,224.76730346679688,362.7909240722656
2021-02-24,122.32304382324219,226.00059509277344,366.7886657714844
2021-02-25,118.06832122802734,220.64328002929688,357.9505615234375
2021-02-26,118.3318099975586,223.90972900390625,356.106201171875
2021-03-01,124.70411682128906,228.30348205566406,364.7382507324219
2021-03-02,122.09861755371094,225.3453826904297,361.8921813964844
2021-03-03,119.11248779296875,219.26539611816406,357.09857177734375
2021-03-04,117.22909545898438,218.46560668945312,352.6795654296875
2021-03-05,118.48796081542969,223.1581573486328,359.167724609375
2021-03-08,113.55013275146484,219.10159301757812,357.3794860839844
2021-03-09,118.1659164428711,225.2586669921875,362.48199462890625
2021-03-10,117.08273315429688,223.94825744628906,364.7382507324219
2021-03-11,119.01490783691406,228.486572265625,368.43646240234375
2021-03-12,118.10736846923828,227.15684509277344,368.9325866699219
2021-03-15,120.99589538574219,226.25112915039062,371.1328125
2021-03-16,122.5377426147461,229.04542541503906,370.6646423339844
2021-03-17,121.7472915649414,228.3998260498047,371.92864990234375
2021-03-18,117.61943817138672,222.31021118164062,366.5172424316406
2021-03-19,117.09249114990234,221.95372009277344,365.8389892578125
2021-03-22,120.4103775024414,227.3881378173828,368.7602233886719
2021-03-23,119.58090209960938,228.92018127441406,365.8577575683594
2021-03-24,117.1900634765625,226.87744140625,363.9979248046875
2021-03-25,117.6780014038086,223.87110900878906,366.045654296875
2021-03-26,118.28302764892578,227.8602294921875,371.9444580078125
2021-03-29,118.45867156982422,226.66546630859375,371.7565002441406
2021-03-30,117.00465393066406,223.39901733398438,370.770263671875
2021-03-31,119.20032501220703,227.17613220214844,372.2731628417969
2021-04-01,120.02979278564453,233.51629638671875,376.2933349609375
2021-04-05,122.85977935791016,239.99136352539062,381.6944580078125
2021-04-06,123.16228485107422,238.82545471191406,381.4690246582031
2021-04-07,124.81146240234375,240.79110717773438,381.9103698730469
2021-04-08,127.21206665039062,244.01898193359375,383.7232666015625
2021-04-09,129.7882843017578,246.52423095703125,386.5129699707031
2021-04-12,128.07080078125,246.58204650878906,386.6539001464844
2021-04-13,131.18374633789062,249.0679931640625,387.7998352050781
2021-04-14,128.8417510986328,246.273681640625,386.4754333496094
2021-04-15,131.25209045410156,250.04115295410156,390.62713623046875
2021-04-16,130.9203338623047,251.23599243164062,391.9327697753906
2021-04-19,131.58389282226562,249.30886840820312,390.00714111328125
2021-04-20,129.89564514160156,248.84634399414062,387.1517333984375
2021-04-21,130.2762451171875,251.08181762695312,390.8149719238281
2021-04-22,128.75392150878906,247.7960968017578,387.24560546875
2021-04-23,131.07643127441406,251.63107299804688,391.4443054199219
2021-04-26,131.46676635742188,252.0164337158203,392.2614440917969
2021-04-27,131.14474487304688,252.421142578125,392.1769104003906
2021-04-28,130.3543243408203,245.28121948242188,392.0642395019531
2021-04-29,130.2567138671875,243.30593872070312,394.5628662109375
2021-04-30,128.28550720214844,242.98797607421875,391.97027587890625
2021-05-03,129.33941650390625,242.6796417236328,392.815673828125
2021-05-04,124.7626724243164,238.75802612304688,390.39227294921875
2021-05-05,125.00664520263672,237.486083984375,390.5143737792969
2021-05-06,126.60706329345703,240.62728881835938,393.63287353515625
2021-05-07,127.28154754638672,243.2577667236328,396.4977722167969
2021-05-10,123.99708557128906,238.17025756835938,392.57147216796875
2021-05-11,123.0782470703125,237.25482177734375,389.0678405761719
2021-05-12,120.00885009765625,230.2884063720703,380.8020324707031
2021-05-13,122.15937805175781,234.17149353027344,385.3765563964844
2021-05-14,124.58360290527344,239.10487365722656,391.2940368652344
2021-05-17,123.43012237548828,236.24314880371094,390.29840087890625
2021-05-18,122.04207611083984,234.21969604492188,386.9356994628906
2021-05-19,121.88568115234375,234.79913330078125,385.92120361328125
2021-05-20,124.44673156738281,238.0441436767578,390.0728759765625
2021-05-21,122.6090316772461,236.77899169921875,389.7535400390625
2021-05-24,124.24147033691406,242.19699096679688,393.7267761230469
2021-05-25,124.04595947265625,243.10484313964844,392.8531799316406
2021-05-26,123.99708557128906,242.88265991210938,393.63287353515625
2021-05-27,122.46240997314453,240.77731323242188,393.83953857421875
2021-05-28,121.80746459960938,241.13462829589844,394.5440979003906
2021-06-01,121.4848861694336,238.9326629638672,394.196533203125
2021-06-02,122.2473373413086,238.83607482910156,394.8164978027344
2021-06-03,120.76154327392578,237.30052185058594,393.35113525390625
2021-06-04,123.05867004394531,242.2066650390625,396.9486083984375
2021-06-07,123.06846618652344,245.12327575683594,396.5635070800781
2021-06-08,123.88956451416016,243.92575073242188,396.64801025390625
2021-06-09,124.27079772949219,244.91079711914062,396.0562744140625
2021-06-10,123.27373504638672,248.4358367919922,397.8973083496094
2021-06-11,124.48583984375,249.06365966796875,398.5548400878906
2021-06-14,127.54544830322266,250.99520874023438,399.4472351074219
2021-06-15,126.72433471679688,249.5175018310547,398.71453857421875
2021-06-16,127.22289276123047,248.5711212158203,396.4884338378906
2021-06-17,128.8260040283203,251.97059631347656,396.3568115234375
2021-06-18,127.52592468261719,250.5509490966797,391.0097961425781
2021-06-21,129.32452392578125,253.64141845703125,396.6075439453125
2021-06-22,130.9667205810547,256.4228820800781,398.72784423828125
2021-06-23,130.6930389404297,256.1910705566406,398.247314453125
2021-06-24,130.40956115722656,257.5625,400.6032409667969
2021-06-25,130.11631774902344,255.94961547851562,402.0262451171875
2021-06-28,131.74876403808594,259.5229797363281,402.8366394042969
2021-06-29,133.26390075683594,262.1112976074219,403.0534362792969
2021-06-30,133.87973022460938,261.62835693359375,403.39263916015625
2021-07-01,134.1827850341797,262.3044128417969,405.62603759765625
2021-07-02,136.81224060058594,268.1474304199219,408.72650146484375
2021-07-06,138.82589721679688,268.1569519042969,407.98199462890625
2021-07-07,141.318603515625,270.3492736816406,409.4238586425781
2021-07-08,140.01849365234375,267.9252624511719,406.0877990722656
2021-07-09,141.846435546875,268.4274597167969,410.4227600097656
2021-07-12,141.2501678466797,267.8286437988281,411.8928527832031
2021-07-13,142.364501953125,271.36334228515625,410.48870849609375
2021-07-14,145.7955322265625,272.84100341796875,411.10125732421875
2021-07-15,145.140625,271.4116516113281,409.69708251953125
2021-07-16,143.0976104736328,271.14129638671875,406.483642578125
2021-07-19,139.24623107910156,267.52923583984375,400.48077392578125
2021-07-20,142.86302185058594,269.7601623535156,406.2197570800781
2021-07-21,142.1298828125,271.7689514160156,409.50860595703125
2021-07-22,143.49839782714844,276.34674072265625,410.3662109375
2021-07-23,145.21881103515625,279.7559814453125,414.58807373046875
2021-07-26,145.63917541503906,279.1572265625,415.60577392578125
2021-07-27,143.4691162109375,276.7331237792969,413.71160888671875
2021-07-28,141.71939086914062,276.4240417480469,413.5420837402344
2021-07-29,142.364501953125,276.6944274902344,415.257080078125
2021-07-30,142.5795135498047,275.1589050292969,413.24041748046875
2021-08-02,142.24720764160156,275.0719909667969,412.3734130859375
2021-08-03,144.04579162597656,277.2932434082031,415.7283630371094
2021-08-04,143.64505004882812,276.7041015625,413.68341064453125
2021-08-05,143.75253295898438,279.6110534667969,416.30322265625
2021-08-06,143.06729125976562,279.5531921386719,416.9910583496094
2021-08-09,143.01832580566406,278.46185302734375,416.65179443359375
2021-08-10,142.53866577148438,276.63653564453125,417.170166015625
2021-08-11,142.7931671142578,277.129150390625,418.2067565917969
2021-08-12,145.75946044921875,279.89117431640625,419.4600830078125
2021-08-13,145.96502685546875,282.8271789550781,420.2234191894531
2021-08-16,147.9425811767578,284.5172424316406,421.21295166015625
2021-08-17,147.0321044921875,283.0492248535156,418.4518127441406
2021-08-18,143.28265380859375,281.3172607421875,413.871826171875
2021-08-19,143.61550903320312,287.1616516113281,414.51263427734375
2021-08-20,145.07420349121094,294.5058288574219,417.8109130859375
2021-08-23,146.56219482421875,294.7865295410156,421.4862365722656
2021-08-24,146.47410583496094,292.82220458984375,422.15521240234375
2021-08-25,145.2406005859375,292.2320251464844,423.0411682128906
2021-08-26,144.4378204345703,289.40655517578125,420.5438232421875
2021-08-27,145.47557067871094,290.0160827636719,424.303955078125
2021-08-30,149.90054321289062,293.7608642578125,426.1698303222656
2021-08-31,148.6376495361328,292.106201171875,425.5384216308594
2021-09-01,149.30332946777344,292.05780029296875,425.76458740234375
2021-09-02,150.4193878173828,291.39984130859375,427.0744934082031
2021-09-03,151.05572509765625,291.39019775390625,426.9708251953125
2021-09-07,153.3954620361328,290.4613037109375,425.4441223144531
2021-09-08,151.84869384765625,290.49029541015625,424.9259338378906
2021-09-09,150.83056640625,287.6260986328125,423.1071472167969
2021-09-10,145.83775329589844,286.135986328125,419.7710876464844
2021-09-13,146.4055633544922,287.37457275390625,420.8453674316406
2021-09-14,145.00564575195312,290.0838928222656,418.5743103027344
2021-09-15,145.89649963378906,294.9510498046875,422.0704650878906
2021-09-16,145.6615447998047,295.3381042480469,421.4013977050781
2021-09-17,142.98899841308594,290.1612854003906,417.2965393066406
2021-09-20,139.9345703125,284.7716064453125,410.33837890625
2021-09-21,140.4142608642578,285.2554626464844,409.9508056640625
2021-09-22,142.7834014892578,288.91302490234375,413.9497985839844
2021-09-23,143.7427978515625,289.8613586425781,418.9793395996094
2021-09-24,143.8308868408203,289.6581115722656,419.6694641113281
2021-09-27,142.31344604492188,284.6458740234375,418.46881103515625
2021-09-28,138.92623901367188,274.3405456542969,410.0358581542969
2021-09-29,139.8268585205078,274.8050537109375,410.7260437011719
2021-09-30,138.5248260498047,272.79248046875,405.7060241699219
2021-10-01,139.6506805419922,279.739990234375,410.52752685546875
2021-10-04,136.2144317626953,273.94390869140625,405.2333068847656
2021-10-05,138.14306640625,279.41094970703125,409.44976806640625
2021-10-06,139.0143280029297,283.6200866699219,411.15142822265625
2021-10-07,140.2771759033203,285.3038330078125,414.7061462402344
2021-10-08,139.8953857421875,285.3038330078125,413.9497985839844
2021-10-11,139.80731201171875,284.70391845703125,410.95294189453125
2021-10-12,138.5346221923828,283.39764404296875,409.9413146972656
2021-10-13,137.94725036621094,286.716552734375,411.4162292480469
2021-10-14,140.73731994628906,292.947998046875,418.33642578125
2021-10-15,141.7946014404297,294.36077880859375,421.52239990234375
2021-10-18,143.46864318847656,297.341064453125,422.77032470703125
2021-10-19,145.6322021484375,298.25067138671875,426.031982421875
